node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms,is_generic,country,country_full
ent:b16d5951d521d9dd,Practice,Manufacturing Eco-system,manufacturing eco-system,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c160::5579b3b668b91e90,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"A manufacturing eco-system will exist whereby all construction by-products, residues, resources and waste can be processed to be reused within the construction process",1,Manufacturing Eco-system,False,AU,Australia
ent:ca084881d5f33874,Practice,Manufacturing Stage,manufacturing stage,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c24::a417c29937801981,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",13.0,upcycled in the manufacturing process of new products,5,Manufacturing Phase; Manufacturing Stage,False,AU,Australia
ent:a201eef95509e7b3,Practice,Masonry units recovery and reuse,masonry units recovery and reuse,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c108::c86836b3e89eb53b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,use lime mortar in masonry construc/on to enable easier recovery and reuse of masonry units.,1,Masonry units recovery and reuse,False,AU,Australia
ent:10451c22eea9a87c,Practice,Material and Component Production,material and component production,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c53::d5fd3ecb4078e400,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"Circular design and construction, ideally requires material and component production to be adjacent to construction locations",1,Material and Component Production,False,AU,Australia
ent:dc3103ca19136cd2,Practice,Material Choice,material choice,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c15::e8a20228f2f1e974,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,design and onsite decisions about material choice and material reuse for low-rise and multi-unit apartment housing construction,5,Material Choice,False,AU,Australia
ent:49e755883c54a5e3,Practice,Material Condition Assessment,material condition assessment,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c59::469d5340aae3bbea,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Use of a tool to evaluate the state of materials during the lifespan and end of life of a building,1,Material Condition Assessment,False,AU,Australia
ent:b82c038b540ae8b5,Practice,Material Efficiency,material efficiency,False,48.What-Works-3-For-circular-design-in-the-built-environment::c28::4dc8d45055c41b55,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,Design for material efficiency,1,Design for Material Efficiency,False,AU,Australia
ent:654331aa9949c86b,Practice,Material Exchange Markets,material exchange markets,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c59::277b0dd18c251b2d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,committing to send unused materials to material exchanges or charities rather than landfill,3,Material Exchange Markets,False,AU,Australia
ent:1b60fec8e626efa5,Practice,Material Flow Mapping,material flow mapping,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"A ""material flow map"" updated regularly can help identify bottlenecks or opportunities.",1,Material Flow Mapping,False,AU,Australia
ent:5cb4fcbb737d530d,Practice,Material Flow Tracking,material flow tracking,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c239::140a94f5da55ab09,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,80.0,Future initiatives should include the digital recording of material flows through ABDs and material passports,3,Material Flow Tracking,False,AU,Australia
ent:2c0782bdf35d4a4d,Practice,Material Identification and Classification,material identification and classification,True,52.Circular-Economy-Markets-Australia-_ARUP::c167::5dc58eae13043904,52.Circular-Economy-Markets-Australia- ARUP.pdf,,Material passports assist structured selective demolition by simplifying material identification.,3,Material Identification and Classification,False,AU,Australia
ent:245ffc11134990b2,Practice,Material Management,material management,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c8::73256541a4762187,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,has primarily focused on waste prevention and material management,3,Material Management,False,AU,Australia
ent:4aae5945293daf9f,Practice,Material recirculation,material recirculation,False,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c69::ccf77b4884d63070,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,where material resources can be recirculated,1,Material recirculation,False,AU,Australia
ent:0457a8067d2d32ec,Practice,Material Reuse,material reuse,True,68.ACT-Circular-Economy-Strategy-access::c54::76a9a489cdafe71f,68.ACT-Circular-Economy-Strategy-access.pdf,17.0,Material reuse/recycling Construction Design for disassembly to reduce waste and allow components and materials to be recovered,1,Material Reuse and Recycling,False,AU,Australia
ent:a2b34cf13f6bd6d9,Practice,Material Reuse Between Projects,material reuse between projects,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c118::b4331010ccab2ce0,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,we can reuse any leftover material from one job to another. So that certainly helps reduce any waste,2,Material Reuse Between Projects,False,AU,Australia
ent:6e6077676010f46b,Practice,Material Reuse Over Traditional Recycling or Disposal,material reuse over traditional recycling or disposal,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c85::4e9272121fad372f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Encourage the adoption of business practices that prioritize material reuse over traditional recycling or disposal methods,1,Material Reuse Over Traditional Recycling or Disposal,False,AU,Australia
ent:b0b6fa45b4835db7,Practice,Material Reuse Training,material reuse training,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,training operators for these robots is crucial - Japan invested heavily in training a new breed of operators,5,Material Reuse Training,False,AU,Australia
ent:0942203b54b6b495,Practice,Material Salvage and Storage Assessment,material salvage and storage assessment,True,47.gbca-a-practical-guide-to-circular-procurement::c63::e59e5acdc9033343,47.gbca-a-practical-guide-to-circular-procurement.pdf,24.0,Assess material salvage and storage options,1,Material Salvage and Storage Assessment,False,AU,Australia
ent:ee339dd6fa23ac18,Practice,Material Selection,material selection,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates, and end-of-life recovery strategies",14,Material Selection,False,AU,Australia
ent:a7ac658dcf40aac4,Practice,Material Separation and Segregation,material separation and segregation,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c35::aed92bb4152a77a5,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,off-site mixed-material facilities can help separate materials efficiently,2,Material Segregation; Material Separation and Segregation,False,AU,Australia
ent:7c6c02f80118b246,Practice,Material Sourcing,material sourcing,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c126::7c237b2b508a55a5,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,we need to source them and then the builder would go and try to source them,1,Material Sourcing,False,AU,Australia
ent:f5067bed8cef18fd,Practice,Material Stock Data,material stock data,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c58::b05277d9cfcded7f,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Use of material stock data to help reuse of materials of a new building,2,Material Stock Data,False,AU,Australia
ent:b4620f0218b07f70,Practice,Material Testing and Cleaning,material testing and cleaning,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c36::ad87563985e55afe,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Material testing and mitigation strategies are needed to ensure worker safety,2,Material Testing; Material Testing and Cleaning,False,AU,Australia
ent:c27bf90b3b5466c1,Practice,Material testing and preparation,material testing and preparation,False,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c51::f83af8e5954acf46,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"the material to be tested, defabricated and cleaned. Only when this point is reached is it possible to design",1,Material testing and preparation,False,AU,Australia
ent:9d3b3c989b641fde,Practice,Materials Banks from Construction and Demolition,materials banks from construction and demolition,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Materials banks from C&D for future usage Local recycling boost regional economy,2,Materials Banks from Construction and Demolition,False,AU,Australia
ent:8bba238fe9f81571,Practice,Materials Database,materials database,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c236::a8558335bcd83af4,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,Development of databases and the capacity to use the data will require significant innovation.,5,Materials Database,False,AU,Australia
ent:ba419846672e42cb,Practice,Mechanical Demolition,mechanical demolition,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c31::b86957e9eda7d8f4,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,the increasing mechanisation of demolition works (primarily due to time pressures and occupational health and safety requirements),1,Mechanical Demolition,False,AU,Australia
ent:dd1140332e5b1e6b,Practice,MEP existing survey,mep existing survey,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c18::235b499d6bc18547,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Detailed Technical Survey Components (Structural intrusive investigations, MEP existing survey, façade existing survey)",1,MEP existing survey,False,AU,Australia
ent:5f939314fa8548e9,Practice,Minimizing Waste Creation,minimizing waste creation,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c102::cc2497640dbb1943,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,minimizing the creation of waste by the use of appropriate technology,1,Minimizing Waste Creation,False,AU,Australia
ent:88c2f646f0507fee,Practice,Modern Methods of Construction (MMC),modern methods of construction (mmc),False,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c109::7b10d566e0b0ea0d,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,43.0,Embed DfMAD (Design for Manufacture and Assembly/Disassembly) and MMC (Modern Methods of Construc/on) where designed to circular and low carbon principles,1,Modern Methods of Construction,False,AU,Australia
ent:e789d138e26865a6,Practice,Modular Construction,modular construction,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c56::64cb3906ab498bf9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,The strategy will provide incentives such as R&D tax credits or grants for modular building construction techniques,15,Modular Construction,False,AU,Australia
ent:4ae1854f88fa57eb,Practice,Monitoring and Adaptive Management,monitoring and adaptive management,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Monitoring and Adaptive Management: Use the wealth of data and experience from above to adapt strategy over time.,1,Monitoring and Adaptive Management,False,AU,Australia
ent:1fd5a7c155e2021d,Practice,National Data Platform,national data platform,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Use scenario modelling tools (drawing on the national data platform) to test if current actions are,1,National Data Platform,False,AU,Australia
ent:1dc8303c4e658a9a,Practice,Nature-Based Solutions (NBS),nature-based solutions (nbs),True,72.Circular-Precincts-Australia-1::c71::f19b70594adf10d4,72.Circular-Precincts-Australia-1.pdf,,regenerative practices such as recycled water and nature based solutions,1,Nature-Based Solutions (NBS),False,AU,Australia
ent:7fea2cf92a12eb51,Practice,New Build Projects,new build projects,False,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c152::ca6fd57914665344,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"if the project is a new build, then the focus should be on establishing a flexible design process",1,New Build Projects,False,AU,Australia
ent:47327ac614e21bcf,Practice,New Construction,new construction,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c101::8d366d08a556d30a,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,"waste derived from demolition and renovation works, not new construction.",6,New Construction,False,AU,Australia
ent:ee872211af1f9292,Practice,New design culture,new design culture,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c28::5e2e8715ef51412d,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,prevention of premature building demolition through developing a new design culture,1,New design culture,False,AU,Australia
ent:6915f31f0fe03ae0,Practice,Off-site mixed-material facilities,off-site mixed-material facilities,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c35::aed92bb4152a77a5,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,off-site mixed-material facilities can help separate materials efficiently,1,Off-site mixed-material facilities,False,AU,Australia
ent:25f1775fcc64f3dd,Practice,Off-Site Recycling,off-site recycling,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c190::ffd40d65a4ec6726,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,79.0,In some cases the materials may only be suitable to be directed for recycling off-site,1,Off-Site Recycling,False,AU,Australia
ent:6d3e033fd3506c64,Practice,Offsite Construction,offsite construction,True,75.Case-Study-1-1-ATCO-SL::c37::02c4d6f5b1c0890d,75.Case-Study-1-1-ATCO-SL.pdf,,Modular designs enable not only offsite construction but offsite demolition as well,3,Offsite Construction,False,AU,Australia
ent:cf3753610dcc2a36,Practice,Offsite Demolition,offsite demolition,True,75.Case-Study-1-1-ATCO-SL::c37::02c4d6f5b1c0890d,75.Case-Study-1-1-ATCO-SL.pdf,,Modular designs enable not only offsite construction but offsite demolition as well,1,Offsite Demolition,False,AU,Australia
ent:149e9e3a3b714d48,Practice,On-Site Material Sorting,on-site material sorting,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c52::1eb62d3bcfe488db,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,guidelines for dismantling ceiling tiles and a first on-site sorting by customers,1,On-Site Material Sorting,False,AU,Australia
ent:d712b5cd06a34031,Practice,On-site Storage,on-site storage,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c109::ff927bb37789fbf3,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"it must be decided whether to use on-site storage, third-party rented storage, or manufacturer-owned storage facilities",2,On-site Storage,False,AU,Australia
ent:50c720d01e17d67b,Practice,On-Site Waste Management,on-site waste management,False,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c50::f3095d056498a81f,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,waste management in the design phase is more essential than effective on‑site waste management.,5,On-Site Waste Management; On-site Waste Management,False,AU,Australia
ent:8e93af43ed1cb069,Practice,onsite decisions,onsite decisions,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c238::bc16ccdf07c16913,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,design and onsite decisions about material choice and material reuse for low-rise and multi-unit apartment housing construction,2,onsite decisions,False,AU,Australia
ent:773f36821ffba27c,Practice,Operation Phase,operation phase,True,73.Building_better_a_circular_future_for_the_built_environment::c2::0b682fff8084791f,73.Building better a circular future for the built environment.pdf,,"This includes the design and development stage, operational stages as well as the end-of-life of buildings",1,Operation Phase,False,AU,Australia
ent:4f9199d4ecd99223,Practice,Optimised Cutting,optimised cutting,True,47.gbca-a-practical-guide-to-circular-procurement::c84::7136d342bd02f36b,47.gbca-a-practical-guide-to-circular-procurement.pdf,31.0,"Adopt construction methods that reduce material waste, such as prefabrication, advanced assembly, and optimised cutting",1,Optimised Cutting,False,AU,Australia
ent:717e98b14402919d,Practice,Panel Extraction and Reuse,panel extraction and reuse,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c190::70b0f399f46acc28,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,In order to gain confidence in the suitability of extracted panels and investigate the practicalities of the process,1,Panel Extraction and Reuse,False,AU,Australia
ent:d8fb660ff80fdcf4,Practice,Pavement maintenance,pavement maintenance,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c26::6c1ccec1489091a2,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,generated from the commercial demolition sector and civil activities such as pavement maintenance or site excavation works,1,Pavement maintenance,False,AU,Australia
ent:3ff3a469ee6e5bec,Practice,Physical Tagging of Elements,physical tagging of elements,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c175::7cae4a2233c0eef0,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,39.0,"mandate as-built drawings, material passports and physical tagging of elements",1,Physical Tagging of Elements,False,AU,Australia
ent:5671e9c1362f6517,Practice,Pilot projects,pilot projects,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Material passports & recovery & circular Harmonised Integrate Indigenous Pilot projects, living",2,Pilot projects,False,AU,Australia
ent:fc154d12de8ce42a,Practice,Place-Based Circularity Approaches,place-based circularity approaches,True,72.Circular-Precincts-Australia-1::c73::59810c13463df62c,72.Circular-Precincts-Australia-1.pdf,,Ensure place-based circularity approaches are at the centre of relevant major policies and programs,2,Place-Based Circularity Approaches,False,AU,Australia
ent:78d782d90c427948,Practice,Plan for retention of building elements,plan for retention of building elements,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Plan for retention of building elements (where reclaimed elements are to be sourced from site on refurbishment projects),2,Plan for retention of building elements,False,AU,Australia
ent:f2a0b6bc434416e7,Practice,Planning,planning,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,These may involve advanced techniques and planning that again benefit from digital tools,8,Planning,False,AU,Australia
ent:89ea42ac246dcc54,Practice,Policy Objectives Communication,policy objectives communication,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c67::b03a86dba7e88207,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,communication of the objectives focused on the two main concepts identified in the literature review,1,Policy Objectives Communication,False,AU,Australia
ent:4641ee21628f470c,Practice,Policy Review,policy review,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c67::b03a86dba7e88207,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,the policy review tried to pull out any recommendations or requirements for the guidelines or processes,2,Policy Review,False,AU,Australia
ent:72d5f58d7cfe76d9,Practice,Pre-Decommissioning Audit,pre-decommissioning audit,True,47.gbca-a-practical-guide-to-circular-procurement::c142::838f14d2fcc1e6bb,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Conduct a pre-decommissioning audit | Perform an assessment of building products and materials,3,Pre-Decommissioning Audit,False,AU,Australia
ent:0f5135ddd60eacec,Practice,Pre-Demolition Audits,pre-demolition audits,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c11::e6b10872c8ec0cdc,40.CIOB Response to DECC Circular Economy Consultation.pdf,4.0,waste audits conducted by external auditors ahead of demolition could further support the mitigation of Construction & Development Waste (CDW),3,Pre-Demolition Audits; Pre-demolition Audits,False,AU,Australia
ent:7add4166b2b79f52,Practice,Precise Demolition Methods,precise demolition methods,False,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,using such precise methods can allow removing one part of a structure while leaving an attached delicate part unharmed,1,Precise Demolition Methods,False,AU,Australia
ent:792968079137252d,Practice,Prefabricated housing,prefabricated housing,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c134::df4df66ac33bb85f,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,reducing regulatory barriers to prefabricated housing (box 2.1),1,Prefabricated housing,False,AU,Australia
ent:2c362a11e9657d3a,Practice,Prefabrication,prefabrication,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,& prefabrication. Strengthen resource CE Act. education & CPD. marketplaces.,10,Prefabrication,False,AU,Australia
ent:39a14fad43fd407c,Practice,Preventive Maintenance,preventive maintenance,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c30::7639cc35464307b3,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Minimising recuperative maintenance through preventive maintenance,2,Preventive Maintenance,False,AU,Australia
ent:26547d0fc68cab25,Practice,processes,processes,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c133::2eb612be2f4da905,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,41.0,processes earlier in the supply chain (such as design),3,processes,False,AU,Australia
ent:f69750f856d14ed1,Practice,Product labelling schemes,product labelling schemes,True,52.Circular-Economy-Markets-Australia-_ARUP::c232::726cc576ed1515f3,52.Circular-Economy-Markets-Australia- ARUP.pdf,,especially where actions are relevant to product labelling schemes and reuse,2,Product labelling schemes,False,AU,Australia
ent:4ba0a0c56955cb65,Practice,Product passports,product passports,True,52.Circular-Economy-Markets-Australia-_ARUP::c229::393f8807295bb33b,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"Develop a national approach on material and product passports, as well as eco-labelling",4,Product passports,False,AU,Australia
ent:91e0e48430774c86,Practice,Product Stewardship,product stewardship,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Provide adequate resources at Commonwealth level for product stewardship and managing the circular economy,1,Product stewardship,False,AU,Australia
ent:60724ce9418af755,Practice,Product-as-a-Service (PaaS),product-as-a-service (paas),True,47.gbca-a-practical-guide-to-circular-procurement::c55::cdf6fe0122d82889,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Material selection • Product-as-a-service Deliverables • Product-as-a-service,8,Product as a Service; Product-as-a-Service (PaaS),False,AU,Australia
ent:0b8725ca8307e28c,Practice,Project Planning,project planning,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c53::74f4dc8e11c85baf,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,32.0,"Project planning involves the scheduling for dismantling components, defining work tasks, choosing the technology and estimating the required resources",1,Project Planning,False,AU,Australia
ent:ce55d11450be8cf6,Practice,"Public, active, shared and service-based transport solutions",public active shared and service-based transport solutions,True,52.Circular-Economy-Markets-Australia-_ARUP::c232::726cc576ed1515f3,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"Continue to invest in public, active, shared and service-based transport solutions, and enable Australians to reduce their dependence on private vehicles",2,"Public, active, shared and service-based transport solutions",False,AU,Australia
ent:0745be5e347ecafd,Practice,Public Procurement,public procurement,True,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,embedding circularity across public procurements,6,Procurement Stage; Public Procurement,False,AU,Australia
ent:09e6876c9f220f2e,Practice,Public-Private Partnerships for Material Reuse,public-private partnerships for material reuse,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c122::d554181ec2bb799a,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Initiate public-private partnerships to align stakeholders on material reuse. These partnerships should involve local authorities, developers, contractors, and stockholders",1,Public-Private Partnerships for Material Reuse,False,AU,Australia
ent:46850b465f70a777,Practice,Quality management,quality management,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c26::2100d9e00c991bde,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,11.0,Quality management; Appropriate policy and framework conditions.,1,Quality management,False,AU,Australia
ent:f769cc618cbd1cc7,Practice,Re-use off-site with high-value use via reuse supplier,re-use off-site with high-value use via reuse supplier,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c22::740e166950993902,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Re-use off-site with a 'high-value' use –via a reuse supplier.,1,Re-use off-site with high-value use via reuse supplier,False,AU,Australia
ent:5e2afb437b90eb2b,Practice,Re-use off-site with recipient project external to client portfolio,re-use off-site with recipient project external to client portfolio,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c22::740e166950993902,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Re-use off-site with on a recipient project external to the client portfolio – marketplaces can be used for project matching.,1,Re-use off-site with recipient project external to client portfolio,False,AU,Australia
ent:ddb84758a1c18d14,Practice,Recycle,recycle,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c130::1ca595ed7369d14e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,R8 Recycle Process materials to obtain the same (high-grade) or lower (low-grade) quality,11,Recycle,False,AU,Australia
ent:226a53fa6f8f9ffd,Practice,Recycled Content Markets,recycled content markets,True,55.australias-circular-economy-framework-2024::c58::00bffb44496f97f8,55.australias-circular-economy-framework-2024.pdf,,Developing recycled content markets Scaling the use of recycled materials paves the way for materials innovation,1,Recycled Content Markets,False,AU,Australia
ent:722845f3116d770a,Practice,Recycled Content Verification,recycled content verification,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,procurement templates embedding recycled-content verification,1,Recycled Content Verification,False,AU,Australia
ent:f597ff9185ded8fc,Practice,Recycled Water,recycled water,True,72.Circular-Precincts-Australia-1::c71::f19b70594adf10d4,72.Circular-Precincts-Australia-1.pdf,,"design for disassembly, dematerialising, regenerative practices such as recycled water and nature based solutions",1,Recycled Water,False,AU,Australia
ent:b90b4c5d80dd7cb3,Practice,"Recycling, Disposal, Salvaging, Re-use and Sorting Approach",recycling disposal salvaging re-use and sorting approach,True,42.feasibility-of-deconstruction::c123::93780f20e0fd1145,42.feasibility-of-deconstruction.pdf,,"This would involve the use of a combination recycling, disposal, salvaging, re-use and sorting approach depending on the context",1,"Recycling, Disposal, Salvaging, Re-use and Sorting Approach",False,AU,Australia
ent:227c1613e9869a3f,Practice,Recycling wood chip,recycling wood chip,True,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,Recycling wood chip – which involves the shredding of waste timber and screening the shredded product to produce different sized products,1,Recycling wood chip,False,AU,Australia
ent:86cb25f0dc85e288,Practice,Recycling-Focused Waste Strategy,recycling-focused waste strategy,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c33::d621d3b82c7199a3,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,A strategy focused primarily on recycling waste leads to major deficiencies from a CE perspective,2,Recycling-Focused Waste Strategy,False,AU,Australia
